block,labeler,image_id,file,raw,year,month,day,final_date,format,tags,ts
2,서현,000001,000001.jpg,2027.06.26,2027,06,26,2027-06-26,YYYY.MM.DD,,2026-09-09T12:21:23
2,서현,000043,000043.jpg,10.14,NONE,10,14,NONE-10-14,MM.DD,,2026-09-09T12:21:27
2,서현,000057,000057.jpg,2026.06.24,2026,06,24,2026-06-24,YYYY.MM.DD,,2026-09-09T12:21:33
2,서현,000070,000070.jpg,2026.10.08,2026,10,08,2026-10-08,YYYY.MM.DD,,2026-09-09T12:21:37
2,서현,000090,000090.jpg,2026.09.01,2026,09,01,2026-09-01,YYYY.MM.DD,,2026-09-09T12:21:46
2,서현,000124,000124.jpg,2026.01.02,2026,01,02,2026-01-02,YYYY.MM.DD,,2026-09-09T12:21:51
2,서현,000142,000142.jpg,2026.05.14,2026,05,14,2026-05-14,YYYY.MM.DD,,2026-09-09T12:22:18
2,서현,000158,000158.jpg,2028.07.20,2028,07,20,2028-07-20,YYYY.MM.DD,,2026-09-09T12:22:22
2,서현,000231,000231.jpg,2028.05.27,2028,05,27,2028-05-27,YYYY.MM.DD,,2026-09-09T12:22:34
2,서현,000234,000234.jpg,261027 2,2026,10,27,2026-10-27,YYMMDD,2,2026-09-09T12:22:58
2,서현,000274,000274.jpg,26.03.02 2,2026,03,02,2026-03-02,YY.MM.DD,2,2026-09-09T12:24:05
2,서현,000413,000413.jpg,2027.04.23,2027,04,23,2027-04-23,YYYY.MM.DD,,2026-09-09T12:24:12
2,서현,000441,000441.jpg,2025.12.15,2025,12,15,2025-12-15,YYYY.MM.DD,,2026-09-09T12:24:17
2,서현,000486,000486.jpg,2027.07.15,2027,07,15,2027-07-15,YYYY.MM.DD,,2026-09-09T12:24:39
2,서현,000491,000491.jpg,2026.09.19,2026,09,19,2026-09-19,YYYY.MM.DD,,2026-09-09T12:24:45
2,서현,000515,000515.jpg,2026.01 2,2026,01,NONE,2026-01-NONE,YYYY.MM,2,2026-09-09T12:24:56
2,서현,000639,000639.jpg,2026.02.02,2026,02,02,2026-02-02,YYYY.MM.DD,,2026-09-09T12:25:00
2,서현,000643,000643.jpg,2026.01.21,2026,01,21,2026-01-21,YYYY.MM.DD,,2026-09-09T12:25:05
2,서현,000644,000644.jpg,27.03.11,2027,03,11,2027-03-11,YY.MM.DD,,2026-09-09T12:25:10
2,서현,000645,000645.jpg,2026-05-13,2026,05,13,2026-05-13,YYYY.MM.DD,,2026-09-09T12:25:16
2,서현,000696,000696.jpg,2025.10.28,2025,10,28,2025-10-28,YYYY.MM.DD,,2026-09-09T12:25:20
2,서현,000701,000701.jpg,25.10.05,2025,10,05,2025-10-05,YY.MM.DD,,2026-09-09T12:25:25
2,서현,000702,000702.jpg,25.10.09,2025,10,09,2025-10-09,YY.MM.DD,,2026-09-09T12:25:34
2,서현,000739,000739.jpg,2024.08.07 2,2024,08,07,2024-08-07,YYYY.MM.DD,2,2026-09-09T12:25:42
2,서현,000740,000740.jpg,2026.07.23,2026,07,23,2026-07-23,YYYY.MM.DD,,2026-09-09T12:25:48
2,서현,000755,000755.jpg,2026.4.30,2026,04,30,2026-04-30,YYYY.MM.DD,,2026-09-09T12:25:53
2,서현,000813,000813.jpeg,20260824,2026,08,24,2026-08-24,YYYYMMDD,,2026-09-09T12:26:16
