block,labeler,image_id,file,raw,year,month,day,final_date,format,tags,ts
4,서영,000013,000013.jpg,2026.03.20,2026,03,20,2026-03-20,YYYY.MM.DD,,2026-09-09T14:01:20
4,서영,000019,000019.jpg,2026.04.09 2,2026,04,09,2026-04-09,YYYY.MM.DD,2,2026-09-09T14:01:26
4,서영,000061,000061.jpg,26.06.04,2026,06,04,2026-06-04,YY.MM.DD,,2026-09-09T14:01:32
4,서영,000087,000087.jpg,2026.08.10 2,2026,08,10,2026-08-10,YYYY.MM.DD,2,2026-09-09T14:01:37
4,서영,000088,000088.jpg,26.09.03 2,2026,9,3,2026-09-03,YY.MM.DD,2,2026-09-09T13:06:43
4,서영,000096,000096.jpg,2026.05.26,2026,5,26,2026-05-26,YYYY.MM.DD,,2026-09-09T13:08:09
4,서영,000108,000108.jpg,25.10.24,2025,10,24,2025-10-24,YY.MM.DD,,2026-09-09T13:08:38
4,서영,000183,000183.jpg,2027.07.28 2,2027,7,28,2027-07-28,YYYY.MM.DD,2,2026-09-09T13:08:52
4,서영,000210,000210.jpg,2027.05.20,2027,5,20,2027-05-20,YYYY.MM.DD,,2026-09-09T13:08:59
4,서영,000215,000215.jpg,2026.10.14 b,2026,10,14,2026-10-14,YYYY.MM.DD,b,2026-09-09T13:09:19
4,서영,000279,000279.jpg,26.06.02 2,2026,6,2,2026-06-02,YY.MM.DD,2,2026-09-09T13:09:28
4,서영,000314,000314.jpg,2026.09.01,2026,9,1,2026-09-01,YYYY.MM.DD,,2026-09-09T13:09:32
4,서영,000343,000343.jpg,2025.12.30,2025,12,30,2025-12-30,YYYY.MM.DD,,2026-09-09T13:09:38
4,서영,000351,000351.jpg,2026.05.03,2026,5,3,2026-05-03,YYYY.MM.DD,,2026-09-09T13:09:44
4,서영,000389,000389.jpg,2026.02.27,2026,2,27,2026-02-27,YYYY.MM.DD,,2026-09-09T13:09:48
4,서영,000400,000400.jpg,26.01.11 2,2026,1,11,2026-01-11,YY.MM.DD,2,2026-09-09T13:09:53
4,서영,000415,000415.jpg,2026.05.27,2026,5,27,2026-05-27,YYYY.MM.DD,,2026-09-09T13:27:39
4,서영,000446,000446.jpg,2026.04.11,2026,4,11,2026-04-11,YYYY.MM.DD,,2026-09-09T13:27:53
4,서영,000457,000457.jpg,2026.06.18,2026,6,18,2026-06-18,YYYY.MM.DD,,2026-09-09T13:28:06
4,서영,000460,000460.jpg,2025.12.03,2025,12,3,2025-12-03,YYYY.MM.DD,,2026-09-09T13:28:20
4,서영,000463,000463.jpg,2027.02.14,2027,2,14,2027-02-14,YYYY.MM.DD,,2026-09-09T13:28:28
