image_id,label,old,tags,kol,sec
000002,2025-12-11,2025-12-11,,2025-12-11,1.7
000009,2026-10-29,2026-10-29,,2026-10-29,2.4
000014,2026-01-31,2026-01-31,,2026-01-31,3.6
000017,2026-11-25,2026-11-25,,2026-11-25,2.5
000022,2025-10-14,NONE-01-20,,NONE-01-20,6.6
000026,2025-11-13,2025-11-13,,2025-11-13,2.6
000030,2017-08-28,2017-08-28,,2017-08-28,6.4
000033,2026-06-17,2026-06-17,,2026-06-17,3.0
000037,2026-07-17,2026-07-17,,2026-07-17,2.3
000040,2025-10-11,2025-10-11,,2025-10-11,1.8
000044,2026-02-07,2026-02-07,,2026-02-07,7.6
000047,2027-04-14,2027-04-04,,2027-04-04,3.5
000050,2025-09-30,2025-09-30,,2025-09-30,9.7
000053,2025-12-20,2025-12-20,,2025-12-20,6.1
000058,2027-03-27,2027-03-27,,2027-03-27,8.6
000062,2026-05-26,2026-05-26,,2026-05-26,6.0
000066,2026-08-17,2026-08-17,,2026-08-17,4.0
000071,2027-07-20,2027-07-20,2,2027-07-20,4.0
000075,2026-01-06,2026-01-06,,2026-01-06,5.2
000078,2025-06-19,2025-06-19,,2025-06-19,8.0
000081,2026-05-18,2026-05-18,2,2026-05-18,3.9
000085,2026-03-30,2026-09-30,,2026-09-30,4.8
000094,2027-06-30,2027-06-30,,2027-06-30,4.5
000100,2026-02-11,2026-02-11,,2026-02-11,4.6
000103,2025-12-18,2025-12-18,,2025-12-18,4.5
000109,2025-12-12,2025-12-12,b,2025-12-12,8.0
000112,2025-10-17,2025-10-17,,2025-10-17,3.2
000115,2025-12-08,2025-12-08,,2025-12-08,20.6
000118,2026-03-23,2026-05-25,,2026-05-25,2.7
000121,2027-04-13,2027-04-13,,2027-04-13,3.2
000127,2026-04-27,2026-04-27,,2026-04-27,3.6
000130,2027-02-05,2027-02-05,,2027-02-05,3.4
000134,2026-09-23,2026-09-23,,2026-09-23,8.6
000137,2026-03-26,2026-03-26,,2026-03-26,5.5
000140,2026-07-14,2026-07-14,,2026-07-14,8.1
000144,2027-03-25,2027-03-25,,2027-03-25,6.7
000148,2026-02-26,2026-02-26,2,2026-02-26,4.8
000151,2026-09-07,2026-09-07,,2026-09-07,3.8
000156,2026-07-29,2026-07-29,,2026-07-29,6.1
000160,2026-10-27,2025-04-02,2,2025-04-02,3.7
000163,2026-11-20,2026-11-20,,2026-11-20,3.3
000166,2027-08-18,2027-08-NONE,,2027-08-NONE,10.1
000170,2026-09-07,2026-09-07,,2026-09-07,3.8
000173,2026-09-17,2026-09-17,,2026-09-17,4.1
000176,2026-09-22,2026-09-22,2,2026-09-22,10.5
000179,2026-06-29,2025-09-30,2,2026-06-29,8.1
000182,2026-10-01,2026-10-01,,2026-10-01,6.0
000186,2028-04-14,2028-04-14,,2028-04-14,3.2
000190,2022-11-26,2022-11-26,,2022-11-26,38.2
000194,2027-04-23,2027-04-23,,2027-04-23,4.5
000198,2026-05-08,2022-12-15,,2022-12-15,6.6
000202,2027-02-06,2027-02-06,,2027-02-06,4.1
000205,2027-05-18,2027-05-18,,2027-05-18,3.6
000211,2026-02-12,2026-06-02,,2026-06-02,18.0
000216,2026-03-16,2026-03-01,,2026-03-01,3.7
000219,2026-09-07,2026-09-07,,2026-09-07,2.9
000222,2026-03-25,2026-03-25,,2026-03-25,4.9
000226,2027-03-15,2027-03-15,,2027-03-15,11.4
000229,2025-10-28,2022-10-11,,2022-10-11,17.2
000233,2028-01-13,2021-01-22,,2021-01-22,15.9
000237,2026-06-05,2026-06-05,,2026-06-05,5.9
000240,2027-05-20,2027-05-20,,2027-05-20,5.2
000243,2026-08-17,2026-08-17,,2026-08-17,3.5
000246,2026-02-04,2025-09-05,2,2026-02-04,5.5
000250,2026-03-04,2026-03-04,2,2026-03-04,6.1
000253,2026-06-20,2026-06-20,,2026-06-20,3.3
000257,2025-12-10,2025-12-10,,2025-12-10,2.9
000260,2027-04-01,2027-04-01,,2027-04-01,3.8
000263,2028-01-22,NONE,,NONE,29.4
000266,2025-12-04,NONE,b,NONE,31.7
000270,2026-09-03,2026-09-03,,2026-09-03,5.6
000275,2026-04-23,2026-04-23,,2026-04-23,10.7
000281,2026-07-15,2026-07-15,,2026-07-15,5.9
000284,2026-08-20,2026-08-20,,2026-08-20,10.4
000287,2027-02-18,2027-02-18,,2027-02-18,8.9
000290,2027-03-02,2027-03-02,,2027-03-02,15.1
000294,2026-09-08,2026-09-09,2,2026-09-09,16.8
000299,2026-05-13,2026-05-13,,2026-05-13,7.8
000302,2026-03-15,2026-03-15,,2026-03-15,3.3
000305,2026-02-24,2026-02-24,,2026-02-24,27.9
000308,2025-12-04,2025-12-04,,2025-12-04,2.8
000313,2026-03-17,2026-03-17,,2026-03-17,5.5
000317,2025-11-15,2025-11-15,,2025-11-15,5.7
000322,2025-10-29,2025-10-29,,2025-10-29,3.0
000325,2025-11-03,2025-11-03,,2025-11-03,4.6
000329,2025-12-25,2025-12-25,,2025-12-25,5.0
000332,2025-10-22,2025-10-22,,2025-10-22,3.6
000335,2025-11-28,2025-11-28,,2025-11-28,4.8
000338,2026-05-28,2026-05-28,,2026-05-28,3.7
000342,2026-06-22,2026-06-22,,2026-06-22,3.5
000346,2026-05-15,2026-05-15,,2026-05-15,2.7
000349,2025-12-07,2025-12-07,,2025-12-07,2.6
000353,2026-03-08,2026-03-08,,2026-03-08,4.5
000356,2027-03-17,2027-03-17,,2027-03-17,5.2
000360,2026-02-18,NONE,2,NONE,43.7
000364,2026-06-04,2026-06-04,,2026-06-04,16.4
000367,2026-05-18,2026-05-18,,2026-05-18,6.4
000370,2026-09-02,2025-09-02,,2025-09-02,18.5
000373,2026-09-18,NONE,,NONE,50.4
000376,2025-10-07,2025-10-07,,2025-10-07,9.0
000379,2026-09-05,2026-09-05,d,2026-09-05,4.9
000382,2026-08-18,2026-08-18,,2026-08-18,4.1
000385,2026-09-14,2026-09-14,2,2026-09-14,3.6
000390,2026-05-19,2021-03-23,,2021-03-23,24.3
000393,2027-08-02,2027-08-02,,2027-08-02,3.8
000397,2026-02-19,2026-02-19,,2026-02-19,6.6
000401,2027-04-12,2027-04-12,,2027-04-12,4.7
000404,2026-06-10,2026-06-10,,2026-06-10,3.7
000407,2025-12-01,2025-12-01,2,2025-12-01,8.3
000411,2026-09-09,2026-09-09,2,2026-09-09,7.8
000416,2026-04-07,2026-07-01,,2026-07-01,3.5
000419,2026-08-05,2026-08-05,,2026-08-05,2.9
000422,2026-06-09,2026-06-09,2,2026-06-09,2.8
000425,2025-11-05,2025-11-05,,2025-11-05,2.7
000429,2026-01-04,2025-01-04,,2026-01-04,5.6
000433,2026-08-05,2026-08-05,,2026-08-05,10.1
000436,2026-02-12,2026-02-12,,2026-02-12,2.5
000439,2026-03-18,2026-03-18,,2026-03-18,2.8
000443,2026-04-06,2026-04-06,,2026-04-06,6.1
000447,2025-11-22,2025-11-22,,2025-11-22,4.5
000450,2026-03-11,2025-09-12,2,2026-03-11,4.4
000453,2026-01-26,2025-08-27,2,2025-08-27,8.7
000456,2025-12-26,2025-12-26,2,2025-12-26,4.0
000462,2027-05-27,2027-05-27,,2027-05-27,2.7
000466,2027-06-07,2027-06-17,t,2027-06-17,3.3
000469,2026-07-21,2026-07-21,,2026-07-21,3.5
000473,2026-05-21,NONE,,NONE,35.9
000477,2026-07-21,2026-07-21,,2026-07-21,4.2
000480,2026-06-04,2026-07-21,,2026-07-21,4.7
000483,2027-04-15,2027-04-15,,2027-04-15,4.7
000487,2027-12-11,2027-12-11,,2027-12-11,11.7
000493,2026-06-17,2026-06-17,,2026-06-17,6.5
000496,2027-03-05,2027-03-05,,2027-03-05,5.2
000499,2026-05-13,2026-05-13,,2026-05-13,3.3
000503,2026-02-18,2026-02-10,,2026-02-10,24.5
000506,2026-06-18,2026-06-11,2,2026-06-11,4.7
000511,2026-03-24,2026-03-24,,2026-03-24,3.9
000514,2026-07-13,2026-07-13,,2026-07-13,3.4
000518,2026-09-14,2026-09-14,,2026-09-14,3.3
000521,2026-03-10,2026-03-10,2,2026-03-10,4.6
000524,2026-06-18,2026-06-18,,2026-06-18,3.6
000529,2026-01-12,2026-01-12,,2026-01-12,2.5
000532,2026-02-28,2026-02-28,,2026-02-28,3.0
