image_id,label,old,tags,kol,sec
000003,2026-05-12,2026-05-12,t,2026-05-12,1.6
000010,2026-06-08,2026-06-08,,2026-06-08,2.7
000015,2026-03-01,2026-03-01,2,2026-03-01,6.3
000018,2026-04-24,2026-04-24,,2026-04-24,12.5
000023,2025-10-10,2025-10-10,,2025-10-10,2.8
000027,2026-04-27,2026-04-27,,2026-04-27,4.5
000031,2026-02-14,2026-02-14,,2026-02-14,2.4
000034,2026-06-30,2026-06-30,,2026-06-30,3.1
000038,2027-02-12,2027-02-12,,2027-02-12,2.6
000041,2025-10-11,2025-10-11,,2025-10-11,2.7
000045,2027-04-21,2027-04-21,,2027-04-21,3.4
000048,2026-06-12,2026-06-12,,2026-06-12,14.2
000051,2026-01-12,2026-01-12,,2026-01-12,3.5
000054,2025-10-08,NONE,,2025-10-08,24.7
000059,2027-06-22,2022-06-22,,2027-06-22,24.7
000063,2026-06-16,2026-06-16,2,2026-06-16,4.6
000067,2025-12-19,NONE,,NONE,23.5
000072,2026-04-25,2026-04-25,,2026-04-25,8.1
000076,2026-08-17,2026-08-17,,2026-08-17,5.1
000079,2026-01-31,2026-01-31,,2026-01-31,5.7
000083,2026-07-01,2026-07-01,,2026-07-01,3.1
000091,2027-05-22,2027-05-22,,2027-05-22,6.1
000095,2026-07-29,2026-07-29,,2026-07-29,9.4
000101,2026-04-08,2026-04-08,,2026-04-08,5.8
000106,NONE-10-20,NONE,,NONE,43.1
000110,2025-10-29,NONE,,2025-10-29,34.6
000113,2026-01-16,2026-01-16,,2026-01-16,3.5
000116,2026-03-27,2026-03-27,,2026-03-27,3.6
000119,2026-08-24,2026-08-24,,2026-08-24,4.0
000125,2026-04-07,2026-04-07,,2026-04-07,3.0
000128,2026-05-28,2026-05-28,,2026-05-28,6.9
000131,2026-08-05,2026-08-05,,2026-08-05,2.8
000135,2026-04-18,2026-04-18,,2026-04-18,5.9
000138,2026-05-14,2026-05-14,,2026-05-14,7.3
000141,2026-09-17,2026-09-17,,2026-09-17,4.7
