image_id,label,old,tags,kol,sec
000004,2022-02-14,2027-02-14,b,2027-02-14,45.2
000012,2026-03-23,2026-03-23,,2026-03-23,7.4
000016,2026-01-22,2026-01-22,,2026-01-22,9.3
000021,2025-10-10,2025-10-10,,2025-10-10,6.6
000024,2025-10-11,NONE,,NONE,30.6
000028,2026-02-10,2026-02-10,,2026-02-10,8.0
000032,2026-03-22,2026-03-21,,2026-03-21,3.5
000035,2026-08-17,2026-08-17,,2026-08-17,4.8
000039,2026-05-26,2026-05-26,,2026-05-26,4.6
000042,2025-10-12,2025-10-02,,2025-10-02,5.0
000046,2025-10-10,2025-10-10,,2025-10-10,4.2
000049,2026-03-01,2026-03-01,,2026-03-01,4.8
000052,2025-11-19,2025-11-19,,2025-11-19,4.9
000056,2026-07-11,2026-12-07,2,2026-12-07,10.9
000060,2026-04-30,2026-04-30,,2026-04-30,4.2
000065,2026-01-12,2026-01-12,,2026-01-12,4.7
000068,2026-06-17,2026-06-17,,2026-06-17,9.8
000074,2026-08-28,2026-08-28,,2026-08-28,4.8
000077,2026-03-07,2026-03-07,,2026-03-07,3.4
000080,2026-09-16,2026-09-16,2,2026-09-16,5.9
000084,2026-03-31,2026-03-31,2,2026-03-31,4.7
000093,2026-04-23,2026-04-23,,2026-04-23,1.2
000098,2026-03-11,2026-03-11,,2026-03-11,5.8
000102,2025-11-13,2025-11-13,,2025-11-13,4.7
000107,2025-12-25,2025-12-25,,2025-12-25,4.3
000111,2025-10-25,2025-10-25,,2025-10-25,6.2
000114,2026-02-28,2026-02-28,,2026-02-28,6.0
000117,2025-11-28,2025-11-28,,2025-11-28,3.9
000120,2026-08-25,2026-08-25,,2026-08-25,3.5
000126,2026-06-12,2026-06-12,,2026-06-12,4.4
000129,2026-01-09,2026-01-09,,2026-01-09,4.3
000132,2026-08-21,2026-08-21,,2026-08-21,4.7
000136,2025-12-02,2025-12-02,,2025-12-02,6.6
000139,2026-07-26,2026-07-26,,2026-07-26,5.3
000143,2027-03-06,2027-03-06,,2027-03-06,9.3
000147,2026-03-21,2026-03-21,,2026-03-21,4.0
000150,2026-08-12,2026-08-12,,2026-08-12,5.8
000155,2026-06-22,2026-06-22,,2026-06-22,3.1
000159,2027-01-08,2027-01-01,,2027-01-08,7.5
000162,2027-06-12,2027-06-12,,2027-06-12,4.4
000165,2027-01-13,2027-01-13,,2027-01-13,3.2
000169,2026-03-18,2026-03-18,,2026-03-18,3.5
000172,2026-06-10,2026-06-10,2,2026-06-10,4.4
000175,2026-06-28,2026-06-28,2,2026-06-28,5.2
000178,2026-06-25,2026-06-25,,2026-06-25,4.7
