image_id,label,old,tags,kol,sec
000004,2022-02-14,2027-02-14,b,2027-02-14,24.7
000012,2026-03-23,2026-03-23,,2026-03-23,4.2
000016,2026-01-22,2026-01-22,,2026-01-22,7.3
000021,2025-10-10,2025-10-10,,2025-10-10,4.0
000024,2025-10-11,NONE,,NONE,26.4
000028,2026-02-10,2026-02-10,,2026-02-10,7.3
000032,2026-03-22,2026-03-21,,2026-03-21,2.8
000035,2026-08-17,2026-08-17,,2026-08-17,2.8
000039,2026-05-26,2026-05-26,,2026-05-26,4.3
000042,2025-10-12,2025-10-02,,2025-10-02,2.2
000046,2025-10-10,2025-10-10,,2025-10-10,6.2
000049,2026-03-01,2026-03-01,,2026-03-01,4.5
000052,2025-11-19,2025-11-19,,2025-11-19,5.2
000056,2026-07-11,2026-12-07,2,2026-12-07,14.3
000060,2026-04-30,2026-04-30,,2026-04-30,3.3
000065,2026-01-12,2026-01-12,,2026-01-12,4.7
000068,2026-06-17,2026-06-17,,2026-06-17,8.2
000074,2026-08-28,2026-08-28,,2026-08-28,2.3
000077,2026-03-07,2026-03-07,,2026-03-07,2.2
000080,2026-09-16,2026-09-16,2,2026-09-16,6.1
000084,2026-03-31,2026-03-31,2,2026-03-31,5.2
000093,2026-04-23,2026-04-23,,2026-04-23,1.3
000098,2026-03-11,2026-03-11,,2026-03-11,4.8
000102,2025-11-13,2025-11-13,,2025-11-13,3.6
000107,2025-12-25,2025-12-25,,2025-12-25,2.4
000111,2025-10-25,2025-10-25,,2025-10-25,6.3
000114,2026-02-28,2026-02-28,,2026-02-28,6.6
000117,2025-11-28,2025-11-28,,2025-11-28,2.3
000120,2026-08-25,2026-08-25,,2026-08-25,2.8
000126,2026-06-12,2026-06-12,,2026-06-12,3.3
000129,2026-01-09,2026-01-09,,2026-01-09,2.4
000132,2026-08-21,2026-08-21,,2026-08-21,2.7
000136,2025-12-02,2025-12-02,,2025-12-02,6.7
000139,2026-07-26,2026-07-26,,2026-07-26,6.7
000143,2027-03-06,2027-03-06,,2027-03-06,14.0
000147,2026-03-21,2026-03-21,,2026-03-21,3.5
000150,2026-08-12,2026-08-12,,2026-08-12,4.5
000155,2026-06-22,2026-06-22,,2026-06-22,1.9
000159,2027-01-08,2027-01-01,,2027-01-01,7.5
000162,2027-06-12,2027-06-12,,2027-06-12,3.1
000165,2027-01-13,2027-01-13,,2027-01-13,1.9
000169,2026-03-18,2026-03-18,,2026-03-18,2.0
000172,2026-06-10,2026-06-10,2,2026-06-10,3.4
000175,2026-06-28,2026-06-28,2,2026-06-28,4.4
000178,2026-06-25,2026-06-25,,2026-06-25,3.3
000181,2026-09-08,2026-09-08,2,2026-09-08,3.7
000185,2028-03-15,2028-03-15,,2028-03-15,8.7
000189,2026-08-25,2026-08-25,,2026-08-25,6.1
000192,2026-06-24,2024-06-01,,2024-06-01,6.1
000196,2027-02-27,2027-02-27,,2027-02-27,2.0
000201,2027-03-30,2027-03-30,,2027-03-30,8.7
000204,2026-06-18,2026-06-18,,2026-06-18,7.2
000208,2026-04-13,NONE,,2026-04-13,2.2
000213,2026-03-20,2026-03-20,,2026-03-20,2.5
000218,2026-05-03,2026-05-03,,2026-05-03,2.4
000221,2026-07-15,2026-07-15,,2026-07-15,3.5
000225,2026-04-06,2026-04-06,,2026-04-06,7.1
000228,2025-10-20,2025-10-20,,2025-10-20,2.8
000232,2027-11-26,NONE,e,NONE,21.1
000236,2026-04-08,2026-04-08,,2026-04-08,4.3
000239,2026-07-10,2026-07-10,,2026-07-10,9.5
000242,2026-05-21,2025-09-22,2,2028-05-21,7.8
000245,2026-02-24,2026-02-24,2,2026-02-24,4.7
000249,2026-02-16,2026-02-16,,2026-02-16,9.0
000252,2026-07-09,2026-07-09,,2026-07-09,4.3
000256,2027-01-02,2027-01-02,,2027-01-02,1.9
000259,2025-11-09,2025-11-09,,2025-11-09,7.9
000262,2027-01-10,2027-01-10,b,2027-01-10,5.5
000265,2026-11-26,2026-11-26,,2026-11-26,2.5
000269,2026-05-15,2026-05-15,,2026-05-15,6.8
000272,2026-05-10,2026-05-10,,2026-05-10,2.2
000280,2026-03-23,2026-03-23,,2026-03-23,2.1
000283,2027-09-17,2027-09-17,,2027-09-17,3.3
000286,2027-03-11,2027-03-11,,2027-03-11,25.9
000289,2030-07-23,2030-07-23,,2030-07-23,3.0
000292,2026-02-13,2026-02-13,,2026-02-13,2.1
000296,2026-07-28,2026-07-28,,2026-07-28,2.6
000301,2027-04-09,2027-04-09,,2027-04-09,2.5
000304,2026-06-01,2026-06-01,,2026-06-01,2.4
000307,2025-11-14,2025-11-14,,2025-11-14,2.8
000312,2026-08-26,2026-08-26,,2026-08-26,2.4
000316,2027-03-01,2027-03-01,,2027-03-01,2.8
000320,2025-11-12,2025-11-12,2,2025-11-12,5.2
000324,2027-05-15,2027-05-15,,2027-05-15,7.6
000328,2025-12-25,2025-12-25,,2025-12-25,10.5
000331,2025-10-31,2025-10-31,,2025-10-31,3.3
000334,2026-03-15,2026-03-15,,2026-03-15,2.9
000337,2025-12-09,2025-12-09,,2025-12-09,2.7
000341,2026-04-29,2026-04-29,,2026-04-29,1.9
000345,2026-04-09,2026-04-09,,2026-04-09,5.1
000348,2026-04-02,2026-04-02,,2026-04-02,13.5
000352,2026-08-27,2026-08-27,,2026-08-27,6.1
000355,2028-06-17,2028-05-17,,2028-06-17,4.1
000359,2026-06-16,2026-06-16,,2026-06-16,6.5
000363,2026-04-21,2026-04-21,,2026-04-21,5.5
000366,2026-09-05,2026-09-05,,2026-09-05,5.8
000369,2027-06-25,2027-06-25,,2027-06-25,2.7
000372,2026-09-15,2026-09-15,,2026-09-15,3.2
000375,2026-05-31,2026-05-31,,2026-05-31,11.5
000378,2026-05-29,2026-05-29,2,2026-05-29,7.7
000381,2027-01-20,2027-01-20,,2027-01-20,3.2
000384,2026-09-08,2026-07-08,2,2026-07-08,3.8
000387,2027-01-21,2027-01-21,,2027-01-21,4.7
000392,2026-08-28,2026-08-28,2,2026-08-28,8.7
000396,2026-02-27,2026-02-27,,2026-02-27,4.8
000399,2027-01-31,2027-01-31,,2027-01-31,4.5
000403,2027-04-01,2027-04-01,,2027-04-01,9.3
000406,2026-08-27,NONE,2,NONE,24.6
000410,2027-04-13,2027-04-13,,2027-04-13,2.5
000414,2026-04-07,2026-04-07,,2026-04-07,2.2
000418,2026-09-08,2026-09-08,,2026-09-08,5.8
000421,2026-07-17,2026-07-17,,2026-07-17,1.7
000424,2026-03-28,2026-03-28,,2026-03-28,10.1
000427,2027-04-01,2027-04-01,,2027-04-01,2.1
000431,2026-03-17,2026-03-17,,2026-03-17,6.3
000435,2026-07-14,2026-07-14,,2026-07-14,2.8
000438,2026-02-19,NONE,t,NONE,23.0
000442,2025-11-30,2025-11-30,,2025-11-30,5.2
000445,2026-07-17,2026-07-17,,2026-07-17,18.7
000449,2026-01-28,2026-01-28,,2026-01-28,8.3
000452,2026-03-25,2025-09-NONE,2,NONE,26.3
000455,2026-02-10,2026-02-10,2,2026-02-10,2.5
000461,2026-11-28,2026-11-28,,2026-11-28,3.6
000465,2027-07-30,2027-07-30,t,2027-07-30,4.1
000468,2026-04-06,NONE,?,NONE,19.6
000471,2027-01-08,2027-01-08,,2027-01-08,6.7
000476,2026-07-06,2026-07-06,,2026-07-06,2.2
000479,2026-05-22,2026-05-22,,2026-05-22,3.7
000482,2026-11-14,2025-01-02,b,2025-01-02,18.8
000485,2027-09-17,NONE,,NONE,21.7
000490,2025-11-27,2025-11-27,,2025-11-27,1.4
000495,2026-02-19,2026-02-01,2,2026-02-19,61.3
000498,2026-03-07,2026-03-07,,2026-03-07,3.3
000502,2026-06-20,2026-06-20,,2026-06-20,13.4
000505,2026-03-02,NONE,,2026-03-02,37.7
000510,2026-09-03,2026-09-03,,2026-09-03,9.3
000513,2026-09-03,2026-09-03,,2026-09-03,2.2
000517,2026-09-25,2026-09-25,,2026-09-25,4.2
000520,2026-09-15,2026-09-15,,2026-09-15,6.7
000523,2026-03-23,2026-03-23,2,2026-03-23,2.7
000527,2025-10-12,NONE,,NONE,28.8
000531,2026-02-28,2026-02-28,,2026-02-28,3.7
000534,2027-01-29,2027-01-29,,2027-01-29,10.2
000538,2026-02-06,2026-02-06,,2026-02-06,5.5
000541,2026-03-22,2026-03-22,,2026-03-22,2.0
000545,2027-07-09,2027-07-09,,2027-07-09,6.7
000548,2026-05-26,2026-05-26,,2026-05-26,9.5
000551,2026-12-19,2026-12-19,,2026-12-19,21.9
000554,2027-09-17,2027-09-17,,2027-09-17,2.8
000557,2026-08-12,2026-08-12,,2026-08-12,6.9
000560,2027-07-13,2027-07-13,,2027-07-13,5.7
000563,2026-01-10,NONE,,2026-01-10,28.4
000566,2026-09-17,2026-09-17,,2026-09-17,2.8
000569,2025-11-02,2025-11-02,,2025-11-02,3.3
000572,NONE-10-15,NONE-10-15,,NONE-10-15,19.1
000575,NONE-10-14,NONE,,NONE,32.0
000578,2026-03-04,2026-03-04,,2026-03-04,3.5
000582,2025-11-21,2025-01-21,,2025-01-21,6.6
000585,2026-05-16,2020-02-02,,2020-02-02,9.4
000588,2025-11-28,2025-11-28,,2025-11-28,4.0
000591,2026-07-27,2026-07-27,,2026-07-27,3.1
000594,2026-08-25,2025-08-26,2,2026-08-25,6.5
000597,2026-09-02,2026-09-02,2,2026-09-02,4.4
000600,2026-08-31,2025-09-01,,2026-08-31,5.1
000603,2026-09-24,NONE,,NONE,39.6
000606,2026-10-01,2026-10-01,,2026-10-01,13.5
000609,2027-06-11,2027-06-11,,2027-06-11,4.4
000612,2026-05-07,2026-05-07,,2026-05-07,3.4
000616,2026-09-10,2026-09-10,,2026-09-10,4.3
000621,2026-08-25,2026-08-25,,2026-08-25,2.9
000624,2027-06-15,2027-06-15,2,2027-06-15,5.0
000627,2026-10-06,NONE,2,NONE,25.9
000632,2025-12-28,2025-12-28,,2025-12-28,3.7
000636,2026-03-09,2026-03-09,,2026-03-09,2.8
000641,2026-09-02,2026-09-02,,2026-09-02,7.0
000648,2028-08-25,NONE,,NONE,34.7
000651,2026-06-25,2026-06-25,,2026-06-25,3.5
000654,2028-07-02,2028-07-02,,2028-07-02,4.1
000657,2026-07-27,2026-07-27,,2026-07-27,2.5
000660,2026-02-28,2026-02-28,,2026-02-28,7.2
000664,2026-02-20,2026-02-20,,2026-02-20,6.6
000669,2026-09-02,2026-09-02,2,2026-09-02,3.6
000672,2026-02-08,2026-02-08,,2026-02-08,11.1
000676,2026-06-10,2026-06-10,,2026-06-10,2.3
000679,2027-09-17,2027-09-17,,2027-09-17,5.6
000683,2026-03-11,2026-03-11,,2026-03-11,3.4
000686,2026-10-12,2025-10-12,2,2025-10-12,6.1
000691,2026-09-22,2026-09-22,2,2026-09-22,4.2
000694,2026-09-01,2026-09-01,,2026-09-01,1.9
000700,2025-10-24,2025-10-24,,2025-10-24,3.8
000705,2026-06-29,2026-06-29,,2026-06-29,3.1
000709,2025-10-14,2025-10-14,,2025-10-14,2.1
000714,2026-03-12,2026-03-12,d,2026-03-12,1.1
000717,2025-10-12,2025-10-12,,2025-10-12,7.1
000720,2026-02-28,2026-02-28,,2026-02-28,2.1
000723,2026-05-10,NONE,,NONE,14.1
000726,2026-09-16,2026-09-16,,2026-09-16,2.3
000730,2026-02-26,2026-02-26,,2026-02-26,2.8
000733,2026-03-24,2026-03-NONE,,2026-03-24,2.9
000737,2026-03-04,2026-03-04,,2026-03-04,4.3
000742,2026-05-01,2026-05-01,,2026-05-01,3.1
000745,2026-01-10,2026-01-10,,2026-01-10,3.3
000748,2027-01-22,2027-01-22,,2027-01-22,3.8
