image_id,label,old,tags,kol,sec
000003,2026-05-12,2026-05-12,t,2026-05-12,2.0
000009,2026-10-29,2026-10-29,,2026-10-29,3.9
000012,2026-03-23,2026-03-23,,2026-03-23,1.7
000015,2026-03-01,2026-03-01,2,2026-03-01,4.3
000017,2026-11-25,2026-11-25,,2026-11-25,4.3
000021,2025-10-10,2025-10-10,,2025-10-10,3.3
000023,2025-10-10,2025-10-10,,2025-10-10,2.6
000026,2025-11-13,2025-11-13,,2025-11-13,1.7
000028,2026-02-10,2026-02-10,,2026-02-10,4.1
000031,2026-02-14,2026-02-14,,2026-02-14,2.3
000033,2026-06-17,2026-06-17,,2026-06-17,1.8
000035,2026-08-17,2026-08-17,,2026-08-17,1.3
000038,2027-02-12,2027-02-12,,2027-02-12,2.0
000040,2025-10-11,2025-10-11,,2025-10-11,1.4
000042,2025-10-12,2025-10-02,,2025-10-02,1.9
000045,2027-04-21,2027-04-21,,2027-04-21,3.2
000047,2027-04-14,2027-04-04,,2027-04-14,2.8
000049,2026-03-01,2026-03-01,,2026-03-01,3.3
000051,2026-01-12,2026-01-12,,2026-01-12,1.6
000053,2025-12-20,2025-12-20,,2025-12-20,2.7
000056,2026-07-11,2026-12-07,2,2026-12-07,8.3
000059,2027-06-22,2022-06-22,,2027-06-22,14.4
000062,2026-05-26,2026-05-26,,2026-05-26,2.1
000065,2026-01-12,2026-01-12,,2026-01-12,2.6
000067,2025-12-19,NONE,,NONE,12.3
000071,2027-07-20,2027-07-20,2,2027-07-20,2.2
000074,2026-08-28,2026-08-28,,2026-08-28,2.1
000076,2026-08-17,2026-08-17,,2026-08-17,2.7
000078,2025-06-19,2025-06-19,,2025-06-19,3.5
000080,2026-09-16,2026-09-16,2,2026-09-16,3.8
000083,2026-07-01,2026-07-01,,2026-07-01,1.6
000085,2026-03-30,2026-09-30,,2026-09-30,2.5
000093,2026-04-23,2026-04-23,,2026-04-23,0.9
000095,2026-07-29,2026-07-29,,2026-07-29,6.2
000100,2026-02-11,2026-02-11,,2026-02-11,3.0
000102,2025-11-13,2025-11-13,,2025-11-13,1.8
000106,NONE-10-20,NONE,,NONE,21.7
000109,2025-12-12,2025-12-12,b,2025-12-12,3.5
000111,2025-10-25,2025-10-25,,2025-10-25,3.4
000113,2026-01-16,2026-01-16,,2026-01-16,1.4
000115,2025-12-08,2025-12-08,,2025-12-08,10.6
000117,2025-11-28,2025-11-28,,2025-11-28,2.0
000119,2026-08-24,2026-08-24,,2026-08-24,1.7
000121,2027-04-13,2027-04-13,,2027-04-13,2.1
000126,2026-06-12,2026-06-12,,2026-06-12,2.0
000128,2026-05-28,2026-05-28,,2026-05-28,3.8
000130,2027-02-05,2027-02-05,,2027-02-05,1.6
000132,2026-08-21,2026-08-21,,2026-08-21,2.1
000135,2026-04-18,2026-04-18,,2026-04-18,4.1
000137,2026-03-26,2026-03-26,,2026-03-26,3.2
000139,2026-07-26,2026-07-26,,2026-07-26,2.3
000141,2026-09-17,2026-09-17,,2026-09-17,3.4
000144,2027-03-25,2027-03-25,,2027-03-25,5.2
000147,2026-03-21,2026-03-21,,2026-03-21,1.9
000149,2026-04-28,2026-04-28,,2026-04-28,6.5
000151,2026-09-07,2026-09-07,,2026-09-07,3.2
000155,2026-06-22,2026-06-22,,2026-06-22,1.3
000157,2027-07-08,NONE,t,NONE,12.1
